,id,book_id,isbn,authors,original_publication_year,title,average_rating,ratings_count,small_image_url
9118,9119,43841,345396685,Sharon Kay Penman,1994.0,"When Christ and His Saints Slept  (Henry II & Eleanor of Aquitaine, #1)",4.27,10761,https://images.gr-assets.com/books/1333577582s/43841.jpg
9119,9120,533675,307021858,"Eugene Bradley Coco, Ron Dias",1992.0,Pinocchio,4.33,10615,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9120,9121,13573419,034552666X,Peter F. Hamilton,2012.0,Great North Road,4.06,8639,https://images.gr-assets.com/books/1344371600s/13573419.jpg
9121,9122,15768536,NA,Christine Zolendz,2012.0,"Fall From Grace (Mad World, #1)",4.03,20488,https://images.gr-assets.com/books/1349538226s/15768536.jpg
9122,9123,5697,140003292X,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1896.0,The Complete Short Novels,4.47,9424,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9123,9124,900070,394837363,"Stan Berenstain, Jan Berenstain",1978.0,The Berenstain Bears Go to School,4.28,14043,https://images.gr-assets.com/books/1344369033s/900070.jpg
9124,9125,502406,1844285081,H.A. Rey,1947.0,Curious George Takes a Job,4.28,12254,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9125,9126,106859,1563895285,"Jeph Loeb, Tim Sale, Bjarne Hansen",2001.0,Superman for All Seasons,4.08,10331,https://images.gr-assets.com/books/1343797123s/106859.jpg
9126,9127,22995,1585101435,"Federico García Lorca, Antonio Sobejano-Moran, Paola Bianco",1945.0,La casa de Bernarda Alba,3.77,9611,https://images.gr-assets.com/books/1328758570s/22995.jpg
9127,9128,9065265,312546602,Sherrilyn Kenyon,2011.0,"Retribution (Dark-Hunter, #19)",4.12,15771,https://images.gr-assets.com/books/1315222730s/9065265.jpg
9128,9129,23960,99436922,Irvine Welsh,2001.0,Glue,3.84,9184,https://images.gr-assets.com/books/1357448113s/23960.jpg
9129,9130,17449197,1613125348,A.G. Howard,2014.0,"Unhinged (Splintered, #2)",4.25,14445,https://images.gr-assets.com/books/1366994000s/17449197.jpg
9130,9131,18161265,000735049X,Cecelia Ahern,2014.0,How to Fall in Love,4.02,9486,https://images.gr-assets.com/books/1373279911s/18161265.jpg
9131,9132,129618,552143545,Judith McNaught,1994.0,"Until You (Westmoreland, #3)",4.12,14256,https://images.gr-assets.com/books/1354435714s/129618.jpg
9132,9133,62479,786939508,R.A. Salvatore,2000.0,"Servant of the Shard (Forgotten Realms: Paths of Darkness, #3; The Sellswords, #1)",4.15,9647,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9133,9134,132152,310210062,"Lettie B. Cowman, James Reimann",1904.0,Streams in the Desert,4.39,5953,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9134,9135,7614747,1439148015,Jennifer Estep,2010.0,"Venom (Elemental Assassin, #3)",4.16,17699,https://images.gr-assets.com/books/1269891027s/7614747.jpg
9135,9136,13568619,NA,"Cassandra Clare, Joshua Lewis",2013.0,The Shadowhunter's Codex,4.06,15497,https://images.gr-assets.com/books/1358696072s/13568619.jpg
9136,9137,121809,1577344677,Chris Heimerdinger,1989.0,"Tennis Shoes Among the Nephites (Tennis Shoes, #1)",4.01,13112,https://images.gr-assets.com/books/1442362440s/121809.jpg
9137,9138,477338,738703915,Laurie Faria Stolarz,2003.0,"Blue is for Nightmares (Blue is for Nightmares, #1)",3.81,15848,https://images.gr-assets.com/books/1350054787s/477338.jpg
9138,9139,5417,517219026,Stephen King,1983.0,Carrie / 'Salem's Lot / The Shining,4.52,11063,https://images.gr-assets.com/books/1376725117s/5417.jpg
9139,9140,1541884,553806610,Kelley Armstrong,2008.0,"Personal Demon (Women of the Otherworld, #8)",4.06,16371,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9140,9141,9329354,575097361,Brandon Sanderson,2011.0,"The Way of Kings, Part 1 (The Stormlight Archive #1.1)",4.67,9792,https://images.gr-assets.com/books/1357609842s/9329354.jpg
9141,9142,6517407,1439150001,Richard Paul Evans,2009.0,The Christmas List,4.17,10544,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9142,9143,7252,60539097,"Jenna Jameson, Neil Strauss",2004.0,How to Make Love Like a Porn Star: A Cautionary Tale,3.75,9531,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9143,9144,85321,446606243,Brad Meltzer,1997.0,The Tenth Justice,3.97,10037,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9144,9145,17333237,316098868,Anita Shreve,2013.0,Stella Bain,3.41,10535,https://images.gr-assets.com/books/1380048229s/17333237.jpg
9145,9146,7261549,7325940,Derek Landy,2010.0,"Dark Days (Skulduggery Pleasant, #4)",4.45,12047,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9146,9147,228198,451190548,Stephen King,1996.0,"The Green Mile, Part 3: Coffey's Hands",4.5,12232,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9147,9148,111306,821780654,Jacquelyn Frank,2006.0,"Jacob (Nightwalkers, #1)",4.02,17448,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9148,9149,50750,451411528,Katie MacAlister,2004.0,You Slay Me (Aisling Grey #1),4.01,17279,https://images.gr-assets.com/books/1310496976s/50750.jpg
9149,9150,17192373,857520660,Rachel Joyce,2013.0,Perfect,3.54,8152,https://images.gr-assets.com/books/1367838351s/17192373.jpg
9150,9151,615233,590442872,Norman Bridwell,1966.0,Clifford's Halloween,4.14,11164,https://images.gr-assets.com/books/1328835774s/615233.jpg
9151,9152,531197,375828192,"Philip Pullman, John Lawrence",2003.0,"Lyra's Oxford (His Dark Materials, #3.5)",3.52,12665,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9152,9153,8803932,373210329,Rachel Vincent,2011.0,"If I Die (Soul Screamers, #5)",4.32,14153,https://images.gr-assets.com/books/1304024127s/8803932.jpg
9153,9154,14781219,316211176,"James Patterson, Mark T. Sullivan",2013.0,Private Berlin (Private #5),3.9,10043,https://images.gr-assets.com/books/1340758912s/14781219.jpg
9154,9155,227590,553576798,Lisa Gardner,1999.0,The Other Daughter,3.99,11649,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9155,9156,765193,803710402,"Mary Hoffman, Caroline Binch",1991.0,Amazing Grace,4.33,10959,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9156,9157,110692,345440781,"David Eddings, Leigh Eddings",2000.0,The Redemption of Althalus,3.82,11508,https://images.gr-assets.com/books/1403185455s/110692.jpg
9157,9158,44543,156007479,Emma Donoghue,2000.0,Slammerkin,3.69,11271,https://images.gr-assets.com/books/1315155075s/44543.jpg
9158,9159,60220,380790076,Rachel Gibson,1998.0,"Simply Irresistible (Chinooks Hockey Team, #1)",3.86,16945,https://images.gr-assets.com/books/1170538816s/60220.jpg
9159,9160,11235783,425246957,Julie James,2012.0,"About That Night (FBI/US Attorney, #3)",4.07,18193,https://images.gr-assets.com/books/1342553249s/11235783.jpg
9160,9161,1087205,1421500620,Bisco Hatori,2004.0,"Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, #3)",4.44,12788,https://images.gr-assets.com/books/1393731667s/1087205.jpg
9161,9162,37377,312346069,Nancy Tillman,2005.0,On the Night You Were Born,4.35,11125,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9162,9163,11104030,345524942,Rachel Bertsche,2011.0,MWF Seeking BFF: My Yearlong Search For A New Best Friend,3.44,11001,https://images.gr-assets.com/books/1353033305s/11104030.jpg
9163,9164,20886354,NA,"Brandon Sanderson, Jon Foster",2014.0,"Skin Deep (Legion, #2)",4.11,8317,https://images.gr-assets.com/books/1404932663s/20886354.jpg
9164,9165,22895264,NA,Jennifer L. Armentrout,2014.0,"Wicked (A Wicked Saga, #1)",4.08,14009,https://images.gr-assets.com/books/1410783827s/22895264.jpg
9165,9166,6953500,006173506X,Meg Cabot,2010.0,"Insatiable (Insatiable, #1)",3.44,18463,https://images.gr-assets.com/books/1479654144s/6953500.jpg
9166,9167,22600903,NA,J.  Daniels,2014.0,"Where I Belong (Alabama Summer, #1)",4.05,13110,https://images.gr-assets.com/books/1404019520s/22600903.jpg
9167,9168,366337,778324516,Debbie Macomber,2007.0,"Back on Blossom Street (Blossom Street, #4)",4.14,11757,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9168,9169,8257435,1615731075,"François Lelord, Lorenza García",2002.0,Hector and the Search for Happiness,3.47,8084,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9169,9170,241969,446699454,Joshilyn Jackson,2006.0,"Between, Georgia",3.87,11098,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9170,9171,33729,312932782,Jennifer Crusie,2002.0,"Faking It (Dempseys, #2)",3.9,15216,https://images.gr-assets.com/books/1311973997s/33729.jpg
9171,9172,17801,99461099,"Haruki Murakami, Alfred Birnbaum, Philip Gabriel",1997.0,Underground: The Tokyo Gas Attack and the Japanese Psyche,3.89,8405,https://images.gr-assets.com/books/1443692668s/17801.jpg
9172,9173,27298,743428188,Indu Sundaresan,2002.0,"The Twentieth Wife (Taj Mahal Trilogy, #1)",4.03,9873,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9173,9174,15059301,NA,Erica Stevens,2012.0,"Captured (The Captive, #1)",4.06,12468,https://images.gr-assets.com/books/1364810534s/15059301.jpg
9174,9175,99461,345354915,Piers Anthony,1980.0,Split Infinity  (Apprentice Adept #1),3.94,13299,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9175,9176,44360,310263468,Rob Bell,2007.0,Sex God: Exploring the Endless Connections between Sexuality and Spirituality,3.82,8999,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9176,9177,5556595,7245823,Isabel Wolff,2009.0,A Vintage Affair,3.8,11104,https://images.gr-assets.com/books/1327878847s/5556595.jpg
9177,9178,302998,014013168X,Hanif Kureishi,1990.0,The Buddha of Suburbia,3.72,8683,https://images.gr-assets.com/books/1344618639s/302998.jpg
9178,9179,11544466,62118692,Sarah Crossan,2012.0,"Breathe (Breathe, #1)",3.69,13504,https://images.gr-assets.com/books/1330286837s/11544466.jpg
9179,9180,64949,425128164,"Brian Coffey, Dean Koontz",1980.0,The Voice of the Night,3.91,12897,https://images.gr-assets.com/books/1308461608s/64949.jpg
9180,9181,25837338,NA,Alex Rosenberg,2015.0,The Girl from Krakow,3.79,9585,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9181,9182,6452731,374180652,Michael J. Sandel,2009.0,Justice: What's the Right Thing to Do?,4.25,8060,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9182,9183,22608582,1455530093,Mitchell Zuckoff,2014.0,13 Hours: The Inside Account of What Really Happened In Benghazi,4.26,8692,https://images.gr-assets.com/books/1411493281s/22608582.jpg
9183,9184,6916963,758232004,Richelle Mead,2010.0,"Succubus Shadows (Georgina Kincaid, #5)",4.18,18822,https://images.gr-assets.com/books/1315977677s/6916963.jpg
9184,9185,6505109,446550000,Leila Meacham,2010.0,Roses,4.02,10837,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9185,9186,33726,312932812,Jennifer Crusie,1999.0,Crazy For You,3.78,14318,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9186,9187,4016515,1400066124,Maya Angelou,2008.0,Letter to My Daughter,4.08,9933,https://images.gr-assets.com/books/1320448534s/4016515.jpg
9187,9188,393060,61187844,Lionel Shriver,2007.0,The Post-Birthday World,3.52,10415,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9188,9189,349129,439700418,Mordicai Gerstein,2003.0,The Man Who Walked Between the Towers,4.14,12022,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9189,9190,14367051,1442472057,Cassandra Clare,2012.0,"City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, #1-5)",4.59,10426,https://images.gr-assets.com/books/1344663518s/14367051.jpg
9190,9191,54120,151010404,"José Saramago, Margaret Jull Costa",2002.0,The Double,3.84,6430,https://images.gr-assets.com/books/1328876706s/54120.jpg
9191,9192,5996209,553819879,Richelle Mead,2008.0,"Thorn Queen (Dark Swan, #2)",4.12,17026,https://images.gr-assets.com/books/1304053865s/5996209.jpg
9192,9193,697210,61128643,Jacqueline Sheehan,2007.0,"Lost & Found (Rocky Pelligrino, #1)",3.71,9474,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9193,9194,543505,723247757,Beatrix Potter,1905.0,The Tale of Mrs. Tiggy-Winkle,4.19,12873,https://images.gr-assets.com/books/1311281900s/543505.jpg
9194,9195,76668,380752859,Piers Anthony,1988.0,"For Love of Evil (Incarnations of Immortality, #6)",4.1,12399,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9195,9196,13543138,452298385,Sarah Jio,2012.0,Blackberry Winter,3.96,10907,https://images.gr-assets.com/books/1382760152s/13543138.jpg
9196,9197,11318,394757645,Raymond Chandler,NA,Trouble Is My Business,4.05,9020,https://images.gr-assets.com/books/1388189902s/11318.jpg
9197,9198,24761,440208149,Madeleine L'Engle,1989.0,"An Acceptable Time (A Wrinkle in Time Quintet, #5)",3.86,13596,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9198,9199,127249,345476131,Steve Berry,2005.0,The Third Secret,3.84,10809,https://images.gr-assets.com/books/1320437464s/127249.jpg
9199,9200,2854962,439846692,Jenny Nimmo,2008.0,"Charlie Bone and the Shadow (The Children of the Red King, #7)",4.02,13322,https://images.gr-assets.com/books/1328843031s/2854962.jpg
9200,9201,38548,505525534,Lynsay Sands,2004.0,Love Bites (Argeneau #2),4.12,17118,https://images.gr-assets.com/books/1354343261s/38548.jpg
9201,9202,17727276,1476751447,Hillary Rodham Clinton,2013.0,Hard Choices,3.57,8724,https://images.gr-assets.com/books/1402198745s/17727276.jpg
9202,9203,137894,1563895641,"Bob Gale, Devin Grayson, Alex Maleev, Dale Eaglesham",1999.0,"Batman: No Man's Land, Vol. 1",4.11,9269,https://images.gr-assets.com/books/1377876110s/137894.jpg
9203,9204,9854,143036580,"Jeffrey D. Sachs, Bono",2005.0,The End of Poverty,3.66,7917,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9204,9205,11076123,1846687756,Esi Edugyan,2011.0,Half Blood Blues,3.63,8911,https://images.gr-assets.com/books/1309737674s/11076123.jpg
9205,9206,15655,60564784,Katrina Kittle,2006.0,The Kindness of Strangers,4.0,10627,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9206,9207,13132816,NA,Robin Benway,2015.0,Emmy & Oliver,3.91,13260,https://images.gr-assets.com/books/1414589813s/13132816.jpg
9207,9208,22040598,1596435739,Scott McCloud,2015.0,The Sculptor,4.0,10038,https://images.gr-assets.com/books/1418629570s/22040598.jpg
9208,9209,22504701,803740166,Victoria Jamieson,2015.0,Roller Girl,4.27,18014,https://images.gr-assets.com/books/1447914095s/22504701.jpg
9209,9210,160988,394800516,P.D. Eastman,1968.0,The Best Nest,4.19,11906,https://images.gr-assets.com/books/1320398047s/160988.jpg
9210,9211,7296271,143917752X,J.L. Bourne,2010.0,"Beyond Exile (Day by Day Armageddon,# 2)",4.08,8923,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9211,9212,1105093,671522817,Randall Wallace,1995.0,Braveheart,4.19,10729,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9212,9213,21327,1401210007,"Bill Willingham, Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy",2006.0,"Fables, Vol. 7: Arabian Nights [and Days] (Fables, #7)",4.1,13772,https://images.gr-assets.com/books/1327962799s/21327.jpg
9213,9214,98687,374299218,André Aciman,2007.0,Call Me by Your Name,4.13,10154,https://images.gr-assets.com/books/1283737003s/98687.jpg
9214,9215,15836,679776591,Anne Michaels,1996.0,Fugitive Pieces,3.95,10642,https://images.gr-assets.com/books/1327866798s/15836.jpg
9215,9216,15549,345484088,Terry Brooks,2006.0,"Armageddon's Children (Genesis of Shannara, #1)",4.09,11107,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9216,9217,376613,679457143,Richard   Preston,1997.0,The Cobra Event,4.0,10505,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9217,9218,13115995,62071165,Brodi Ashton,2013.0,"Everbound (Everneath, #2)",4.06,15865,https://images.gr-assets.com/books/1359138201s/13115995.jpg
9218,9219,5291189,785229183,Richard Stearns,2009.0,The Hole in Our Gospel: What does God expect of Us? The Answer that Changed my Life and Might Just Change the World,4.18,9512,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9219,9220,300650,1932740082,Gary Ezzo,1993.0,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,3.58,5939,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9220,9221,9722217,NA,نور عبدالمجيد,2012.0,رغم الفراق,3.97,7822,https://images.gr-assets.com/books/1452204772s/9722217.jpg
9221,9222,71984,143034669,Steve Coll,2004.0,"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden from the Soviet Invasion to September 10, 2001",4.28,9066,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9222,9223,61794,8489163413,Anonymous,1554.0,La vida del Lazarillo de Tormes,3.49,7748,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9223,9224,25866725,NA,E.C. Diskin,2015.0,Broken Grace,3.92,10020,https://images.gr-assets.com/books/1436281761s/25866725.jpg
9224,9225,161846,345299116,John Wyndham,1957.0,The Midwich Cuckoos,3.93,10841,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9225,9226,20874139,NA,Phyllis T. Smith,2011.0,I Am Livia,3.93,9302,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9226,9227,2306910,1416563067,Sandra Brown,2008.0,Smoke Screen,3.98,11245,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9227,9228,7894870,054514096X,"Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",2010.0,Bone: Tall Tales,4.38,9084,https://images.gr-assets.com/books/1328839454s/7894870.jpg
9228,9229,19156898,375870644,"Jennifer L. Holm, Tad Carpenter",2014.0,The Fourteenth Goldfish,3.87,9532,https://images.gr-assets.com/books/1386092727s/19156898.jpg
9229,9230,988170,307021688,"Kathryn Jackson, Gustav Tenggren",1952.0,Tawny Scrawny Lion,4.16,12407,https://images.gr-assets.com/books/1395619387s/988170.jpg
9230,9231,298816,830737847,Don Richardson,1974.0,Peace Child: An Unforgettable Story of Primitive Jungle Treachery in the 20th Century,4.31,8832,https://images.gr-assets.com/books/1328779463s/298816.jpg
9231,9232,400,140156046,Don DeLillo,1988.0,Libra,3.98,10195,https://images.gr-assets.com/books/1327935630s/400.jpg
9232,9233,18990,743457919,John le Carré,1977.0,The Honourable Schoolboy,3.94,9346,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9233,9234,1593623,006147312X,Robin Hobb,2007.0,"Renegade's Magic (Soldier Son, #3)",3.46,10164,https://images.gr-assets.com/books/1290919036s/1593623.jpg
9234,9235,16148938,NA,Hugh Howey,2012.0,"Second Shift: Order (Shift, #2)",4.26,10110,https://images.gr-assets.com/books/1352920738s/16148938.jpg
9235,9236,13105,446674575,James Redfield,1996.0,"The Tenth Insight: Holding the Vision (Celestine Prophecy, #2)",3.61,8795,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9236,9237,820394,755331427,Jed Rubenfeld,2006.0,"The Interpretation of Murder (Freud, #1)",3.51,9781,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9237,9238,8172,1401202527,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",2003.0,Superman: Birthright,4.12,9253,https://images.gr-assets.com/books/1343584198s/8172.jpg
9238,9239,141935,618065687,"Margret Rey, H.A. Rey, Martha Weston",2003.0,Curious George Visits the Library,4.25,10561,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9239,9240,45369,1400097037,Julian Barnes,2005.0,Arthur & George,3.7,10131,https://images.gr-assets.com/books/1419234701s/45369.jpg
9240,9241,381787,1590384989,Gerald N. Lund,1992.0,"Truth Will Prevail (The Work and the Glory, #3)",4.3,9081,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9241,9242,16029994,1479359084,Karina Halle,2013.0,"Sins & Needles (The Artists Trilogy, #1)",3.98,18391,https://images.gr-assets.com/books/1347859611s/16029994.jpg
9242,9243,61505,300108834,"E.H. Gombrich, Caroline Mustill, Clifford Harper",1936.0,A Little History of the World,4.1,8297,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9243,9244,8542839,NA,H.P. Mallory,2010.0,"Fire Burn and Cauldron Bubble (Jolie Wilkins, #1)",3.85,10228,https://images.gr-assets.com/books/1329352960s/8542839.jpg
9244,9245,836611,1591826063,"Natsuki Takaya, Alethea Nibley, Athena Nibley",2000.0,"Fruits Basket, Vol. 4",4.39,15336,https://images.gr-assets.com/books/1480179107s/836611.jpg
9245,9246,6758423,1416543074,Geneen Roth,2009.0,"Women, Food and God: An Unexpected Path to Almost Everything",3.62,10201,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9246,9247,762134,385264666,"Naguib Mahfouz, William M. Hutchins, Olive E. Kenny",1956.0,Palace Walk (The Cairo Trilogy #1),4.14,6423,https://images.gr-assets.com/books/1327882172s/762134.jpg
9247,9248,6630751,NA,Andrew  Peterson,2008.0,"First to Kill (Nathan McBride, #1)",4.03,7849,https://images.gr-assets.com/books/1356545953s/6630751.jpg
9248,9249,109515,067179437X,Frank Bettger,1947.0,How I Raised Myself from Failure to Success in Selling,4.25,9438,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9249,9250,15902792,805098232,Billy Crystal,2013.0,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",3.89,8225,https://images.gr-assets.com/books/1411351481s/15902792.jpg
9250,9251,152402,743482867,Jackie Collins,1985.0,"Lucky (Lucky Santangelo, #2)",4.08,9994,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9251,9252,24938,063407881X,"Stephen Schwartz, Gregory Maguire",2004.0,Wicked - Piano/Vocal Arrangement,4.45,10729,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9252,9253,432283,449208397,Erma Bombeck,1971.0,If Life Is a Bowl of Cherries What Am I Doing in the Pits?,4.07,10861,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9253,9254,68530,60935782,Bernard Cornwell,2002.0,"Vagabond (The Grail Quest, #2)",4.09,9680,https://images.gr-assets.com/books/1407707722s/68530.jpg
9254,9255,275247,1934169234,Frances Hodgson Burnett,1886.0,Little Lord Fauntleroy,3.81,12712,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9255,9256,16762211,1481268503,Cheryl McIntyre,2012.0,"Sometimes Never (Sometimes Never, #1)",3.94,15306,https://images.gr-assets.com/books/1361989778s/16762211.jpg
9256,9257,11350430,NA,George R.R. Martin,2010.0,"The Mystery Knight (The Tales of Dunk and Egg, #3)",4.2,11058,https://images.gr-assets.com/books/1397654538s/11350430.jpg
9257,9258,12710106,1402271514,Olivia Cunning,2012.0,"Double Time (Sinners on Tour, #5)",4.14,20484,https://images.gr-assets.com/books/1352579615s/12710106.jpg
9258,9259,8288246,144240339X,Holly Black,2011.0,"Red Glove (Curse Workers, #2)",3.98,16108,https://images.gr-assets.com/books/1327888670s/8288246.jpg
9259,9260,13237327,1451673442,Rhonda Byrne,2012.0,"The Magic (The Secret, #3)",4.14,8066,https://images.gr-assets.com/books/1358271749s/13237327.jpg
9260,9261,24044596,NA,Mariana Zapata,2015.0,Kulti,4.36,16112,https://images.gr-assets.com/books/1419402858s/24044596.jpg
9261,9262,44399,830819711,"Bill Hybels, Lavonne Neff",1988.0,Too Busy Not to Pray: Slowing Down to Be With God,4.14,8422,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9262,9263,3015764,054705484X,Philip Roth,2008.0,Indignation,3.69,8585,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9263,9264,8526694,1400068096,Teju Cole,2011.0,Open City,3.5,9132,https://images.gr-assets.com/books/1327935192s/8526694.jpg
9264,9265,822989,752853716,Dave Pelzer,1995.0,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",4.18,8201,https://images.gr-assets.com/books/1408928892s/822989.jpg
9265,9266,8113940,NA,Melissa de la Cruz,2011.0,"Witches of East End (The Beauchamp Family, #1)",3.51,13806,https://images.gr-assets.com/books/1294433454s/8113940.jpg
9266,9267,443540,316010367,Anita Shreve,2003.0,All He Ever Wanted,3.18,11514,https://images.gr-assets.com/books/1358594609s/443540.jpg
9267,9268,52629,61094145,Clive Barker,1991.0,The Fifth Dominion (Imajica Part #1/2),4.24,9421,https://images.gr-assets.com/books/1456717471s/52629.jpg
9268,9269,18080889,NA,Vi Keeland,2013.0,"Worth the Fight (MMA Fighter, #1)",4.06,20451,https://images.gr-assets.com/books/1376730892s/18080889.jpg
9269,9270,8089,441005837,Robin McKinley,1997.0,Rose Daughter,3.77,15696,https://images.gr-assets.com/books/1398552029s/8089.jpg
9270,9271,6433344,800733428,Janice  Thompson,2009.0,"Fools Rush In (Weddings by Bella, #1)",3.59,8692,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9271,9272,712807,60560150,Sharon Creech,2002.0,Ruby Holler,4.01,12438,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
